brand_id,brand_name,type,dosage_form,generic,strength,manufacturer,package_container,package_size
7782,Pedicef DS,allopathic,Powder for Suspension,Cefpodoxime Proxetil,80 mg/5 ml,Orion Pharma Ltd.,50 ml bottle: ৳ 176.19,Not Specified
7783,Pedicef,allopathic,Pediatric Drops,Cefpodoxime Proxetil,20 mg/ml,Orion Pharma Ltd.,15 ml bottle: ৳ 60.39,Not Specified
22279,Pednisol,allopathic,Tablet,Prednisolone,10 mg,Drug International Ltd.,"Unit Price: ৳ 3.23,(100's pack: ৳ 323.00),",(100's pack: ৳ 323.00)
7781,Pedicef,allopathic,Powder for Suspension,Cefpodoxime Proxetil,40 mg/5 ml,Orion Pharma Ltd.,50 ml bottle: ৳ 98.66,Not Specified
13566,Pediavit,allopathic,Syrup,Multivitamin & Cod Liver Oil,Not Specified,UniMed UniHealth,100 ml bottle: ৳ 80.00,Not Specified
28138,Pediasure Premium,allopathic,Oral Powder,"Protein, Fat, Carbohydrate, Vitamin & Mineral",Not Specified,Abbott Laboratories,400 gm jar: ৳ 755.00,Not Specified
28137,Pediasure Delight,allopathic,Oral Powder,"Protein, Fat, Carbohydrate, Vitamin & Mineral",Not Specified,Abbott Laboratories,"400 gm jar: ৳ 755.00,1000 gm jar: ৳ 1,645.00",Not Specified
17098,Pediasure Classic,allopathic,Oral Powder,"Protein, Fat, Carbohydrate, Vitamin & Mineral",Not Specified,Abbott Laboratories,"400 gm jar: ৳ 1,025.00,900 gm jar: ৳ 1,820.00",Not Specified
13449,Pedial,allopathic,Tablet,Mecobalamin,500 mcg,Globe Pharmaceuticals Ltd.,"Unit Price: ৳ 4.00,(50's pack: ৳ 200.00),",(50's pack: ৳ 200.00)
14576,Pedi-Z,allopathic,Syrup,Zinc Sulfate Monohydrate,10 mg/5 ml,Supreme Pharmaceutical Ltd.,100 ml bottle: ৳ 30.00,Not Specified
11876,Pedeamin,allopathic,Syrup,Diphenhydramine Hydrochloride,10 mg/5 ml,Beximco Pharmaceuticals Ltd.,100 ml bottle: ৳ 45.00,Not Specified
23088,Pear,allopathic,Capsule (Delayed Release),Omeprazole,20 mg,Prime Pharmaceuticals Ltd.,Unit Price: ৳ 4.50,Not Specified
28177,Peacepil,allopathic,Tablet,Bromazepam,3 mg,Concord Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",(50's pack: ৳ 250.00)
27739,PDS,allopathic,Dialysis Solution,Peritoneal Dialysis solutions,1000 ml,Opso Saline Ltd.,1000 ml bag: ৳ 70.80,Not Specified
2216,PC-20,allopathic,Tablet (Enteric Coated),Pantoprazole Sodium Sesquihydrate,20 mg,Central Pharmaceuticals Ltd.,"Unit Price: ৳ 4.00,(50's pack: ৳ 200.00),",(50's pack: ৳ 200.00)
33090,Pazoren,allopathic,Tablet,Pazopanib Hydrochloride,200 mg,Renata Limited,Price Unavailable,Not Specified
23316,Pelican,allopathic,Tablet (Enteric Coated),Pantoprazole Sodium Sesquihydrate,20 mg,Delta Pharma Ltd.,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
16643,PegNeufil,allopathic,SC Injection,Pegfilgrastim [Pegylated Filgrastim],6 mg/0.6 ml,Healthcare Pharmaceuticals Ltd.,"0.6 ml pre-filled syringe: ৳ 20,300.00",Not Specified
23416,Pegin,allopathic,SC Injection,Peginterferon alfa-2a [Pegylated Interferon alfa-2a],135 mcg/0.5 ml,Beacon Pharmaceuticals Ltd.,"0.5 ml pre-filled syringe: ৳ 8,800.00",Not Specified
9768,Pegin,allopathic,SC Injection,Peginterferon alfa-2a [Pegylated Interferon alfa-2a],180 mcg/0.5 ml,Beacon Pharmaceuticals Ltd.,"0.5 ml pre-filled syringe: ৳ 9,800.00",Not Specified
17261,Pegfilgrast,allopathic,SC Injection,Pegfilgrastim [Pegylated Filgrastim],6 mg/0.6 ml,Beacon Pharmaceuticals Ltd.,"0.6 ml pre-filled syringe: ৳ 18,000.00",Not Specified
23418,Pegferon,allopathic,SC Injection,Peginterferon alfa-2a [Pegylated Interferon alfa-2a],180 mcg/0.5 ml,Healthcare Pharmaceuticals Ltd.,"0.5 ml pre-filled syringe: ৳ 15,000.00",Not Specified
5017,Pegaron,allopathic,Capsule,Pregabalin,75 mg,Jenphar Bangladesh Ltd.,"Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),",(30's pack: ৳ 540.00)
5016,Pegaron,allopathic,Capsule,Pregabalin,50 mg,Jenphar Bangladesh Ltd.,"Unit Price: ৳ 14.00,(30's pack: ৳ 420.00),",(30's pack: ৳ 420.00)
5055,Pegamax,allopathic,Capsule,Pregabalin,75 mg,Astra Biopharmaceuticals Ltd.,Unit Price: ৳ 16.00,Not Specified
5054,Pegamax,allopathic,Capsule,Pregabalin,50 mg,Astra Biopharmaceuticals Ltd.,Unit Price: ৳ 11.00,Not Specified
32652,Pegalin ER,allopathic,Tablet (Extended Release),Pregabalin,330 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 45.00,(10's pack: ৳ 450.00),",(10's pack: ৳ 450.00)
32651,Pegalin ER,allopathic,Tablet (Extended Release),Pregabalin,165 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 35.00,(30's pack: ৳ 1,050.00),","(30's pack: ৳ 1,050.00)"
32650,Pegalin ER,allopathic,Tablet (Extended Release),Pregabalin,82.5 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 25.00,(30's pack: ৳ 750.00),",(30's pack: ৳ 750.00)
5015,Pegalin,allopathic,Capsule,Pregabalin,150 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 34.00,(20's pack: ৳ 680.00),",(20's pack: ৳ 680.00)
5014,Pegalin,allopathic,Capsule,Pregabalin,100 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 22.08,(30's pack: ৳ 662.40),",(30's pack: ৳ 662.40)
5013,Pegalin,allopathic,Capsule,Pregabalin,75 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),",(30's pack: ৳ 540.00)
16005,Pemast,allopathic,Ophthalmic Solution,Pemirolast Potassium,0.10%,Opso Saline Ltd.,10 ml drop: ৳ 75.00,Not Specified
520,Pelverin,allopathic,Tablet,Alverine Citrate,60 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",(50's pack: ৳ 250.00)
30901,Pelsone,allopathic,Cream,Econazole Nitrate + Triamcinolone Acetonide,1%+0.1%,Innovative Pharma (Albion),10 gm tube: ৳ 48.00,Not Specified
5012,Pegalin,allopathic,Capsule,Pregabalin,50 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 14.50,(30's pack: ৳ 435.00),,Unit Price: ৳ 14.50,(50's pack: ৳ 725.00),","(30's pack: ৳ 435.00),(50's pack: ৳ 725.00)"
5011,Pegalin,allopathic,Capsule,Pregabalin,25 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),,Unit Price: ৳ 10.00,(50's pack: ৳ 500.00),","(30's pack: ৳ 300.00),(50's pack: ৳ 500.00)"
17314,PEG-Filastin,allopathic,SC Injection,Pegfilgrastim [Pegylated Filgrastim],6 mg/0.6 ml,Incepta Pharmaceuticals Ltd.,"0.6 ml pre-filled syringe: ৳ 15,000.00",Not Specified
29503,PEG-Epo,allopathic,IV/SC Injection,Pegylated Erythropoietin,75 mcg/0.3 ml,Incepta Pharmaceuticals Ltd.,"0.3 ml pre-filled syringe: ৳ 5,500.00",Not Specified
29502,PEG-Epo,allopathic,IV/SC Injection,Pegylated Erythropoietin,50 mcg/0.3 ml,Incepta Pharmaceuticals Ltd.,"0.3 ml pre-filled syringe: ৳ 4,000.00",Not Specified
1161,Peflox,allopathic,Tablet,Pefloxacin Mesylate Dihydrate,400 mg,Drug International Ltd.,"Unit Price: ৳ 11.05,(20's pack: ৳ 221.00),",(20's pack: ৳ 221.00)
1160,Peflon,allopathic,Tablet,Pefloxacin Mesylate Dihydrate,400 mg,GlaxoSmithKline,"Unit Price: ৳ 14.00,(50's pack: ৳ 700.00),",(50's pack: ৳ 700.00)
28344,Peflacine,allopathic,Tablet,Pefloxacin Mesylate Dihydrate,400 mg,Synovia pharma plc,"Unit Price: ৳ 15.28,(30's pack: ৳ 458.40),",(30's pack: ৳ 458.40)
1159,Pefla,allopathic,Tablet,Pefloxacin Mesylate Dihydrate,400 mg,Sonear Laboratories Ltd.,"Unit Price: ৳ 15.38,(20's pack: ৳ 307.60),",(20's pack: ৳ 307.60)
11881,Pedryl,allopathic,Syrup,Diphenhydramine Hydrochloride,10 mg/5 ml,Oyster Pharmaceuticals Ltd.,100 ml bottle: ৳ 20.00,Not Specified
22280,Pednisol,allopathic,Tablet,Prednisolone,20 mg,Drug International Ltd.,"Unit Price: ৳ 6.27,(50's pack: ৳ 313.50),",(50's pack: ৳ 313.50)
2920,Pendoril Plus,allopathic,Tablet,Indapamide + Perindopril Arginine,1.25 mg+4 mg,Renata Limited,"Unit Price: ৳ 15.00,(20's pack: ৳ 300.00),",(20's pack: ৳ 300.00)
2919,Pendoril Plus,allopathic,Tablet,Indapamide + Perindopril Arginine,0.625 mg+2 mg,Renata Limited,"Unit Price: ৳ 10.00,(20's pack: ৳ 200.00),",(20's pack: ৳ 200.00)
2619,Pendoril,allopathic,Tablet,Perindopril Arginine,2 mg,Renata Limited,"Unit Price: ৳ 9.00,(20's pack: ৳ 180.00),",(20's pack: ৳ 180.00)
2618,Pendoril,allopathic,Tablet,Perindopril Arginine,4 mg,Renata Limited,"Unit Price: ৳ 14.00,(20's pack: ৳ 280.00),",(20's pack: ৳ 280.00)
10707,Pendol,allopathic,Capsule,Tramadol Hydrochloride,50 mg,Alco Pharma Ltd.,"Unit Price: ৳ 6.02,(30's pack: ৳ 180.60),",(30's pack: ৳ 180.60)
6198,Penclox,allopathic,Powder for Suspension,Cloxacillin Sodium,125 mg/5 ml,Central Pharmaceuticals Ltd.,100 ml bottle: ৳ 43.00,Not Specified
6197,Penclox,allopathic,Capsule,Cloxacillin Sodium,500 mg,Central Pharmaceuticals Ltd.,"Unit Price: ৳ 5.80,(100's pack: ৳ 580.00),",(100's pack: ৳ 580.00)
6162,Penci-V,allopathic,Powder for Suspension,Phenoxymethyl Penicillin [Penicillin V],125 mg/5 ml,Skylab Pharmaceuticals Ltd.,50 ml bottle: ৳ 18.00,Not Specified
6161,Penci-V,allopathic,Tablet,Phenoxymethyl Penicillin [Penicillin V],250 mg,Skylab Pharmaceuticals Ltd.,"Unit Price: ৳ 1.53,(100's pack: ৳ 153.00),",(100's pack: ৳ 153.00)
11840,Penamin,allopathic,Tablet,Chlorpheniramine Maleate,4 mg,APC Pharma Ltd.,"Unit Price: ৳ 0.20,(500's pack: ৳ 100.00),",(500's pack: ৳ 100.00)
8672,Penalox,allopathic,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Rephco Pharmaceuticals Ltd.,"15 ml bottle: ৳ 95.00,30 ml bottle: ৳ 130.00,50 ml bottle: ৳ 185.00",Not Specified
8671,Penalox,allopathic,Capsule,Azithromycin Dihydrate,500 mg,Rephco Pharmaceuticals Ltd.,"Unit Price: ৳ 30.00,(8's pack: ৳ 240.00),",(8's pack: ৳ 240.00)
71,Penac-AC,allopathic,Tablet,Aceclofenac,100 mg,APC Pharma Ltd.,"Unit Price: ৳ 3.00,(100's pack: ৳ 300.00),",(100's pack: ৳ 300.00)
11065,Penac TR,allopathic,Capsule (Timed Release),Diclofenac Sodium,100 mg,APC Pharma Ltd.,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
11064,Penac,allopathic,Tablet,Diclofenac Sodium,50 mg,APC Pharma Ltd.,"Unit Price: ৳ 0.85,(100's pack: ৳ 85.00),",(100's pack: ৳ 85.00)
6123,Pen-G,allopathic,Injection,Benzyl Penicillin,10 lac unit/vial,Opsonin Pharma Ltd.,"10 lac unit vial: ৳ 16.74,(10's pack: ৳ 167.40),",(10's pack: ৳ 167.40)
6157,Penicillin-V,allopathic,Powder for Suspension,Phenoxymethyl Penicillin [Penicillin V],125 mg/5 ml,Indo Bangla Pharmaceutical,50 ml bottle: ৳ 18.00,Not Specified
6156,Penicillin-V,allopathic,Tablet,Phenoxymethyl Penicillin [Penicillin V],250 mg,Indo Bangla Pharmaceutical,"Unit Price: ৳ 1.50,(100's pack: ৳ 150.00),",(100's pack: ৳ 150.00)
6145,Penicillin,allopathic,Tablet,Phenoxymethyl Penicillin [Penicillin V],250 mg,Bristol Pharmaceuticals Ltd.,"Unit Price: ৳ 2.28,(100's pack: ৳ 228.00),",(100's pack: ৳ 228.00)
24745,Penfil,allopathic,Tablet,Tadalafil,10 mg,Biopharma Laboratories Ltd.,"Unit Price: ৳ 30.00,(4's pack: ৳ 120.00),",(4's pack: ৳ 120.00)
6122,Pen-G,allopathic,Injection,Benzyl Penicillin,5 lac unit/vial,Opsonin Pharma Ltd.,"5 lac unit vial: ৳ 11.29,(10's pack: ৳ 112.90),",(10's pack: ৳ 112.90)
30058,Pemro,allopathic,IV Infusion,Pembrolizumab,100 mg/4 ml,Beacon Pharmaceuticals Ltd.,"100 mg vial: ৳ 195,000.00",Not Specified
6616,Pemox,allopathic,Pediatric Drops,Amoxicillin Trihydrate,125 mg/1.25 ml,APC Pharma Ltd.,15 ml bottle: ৳ 28.00,Not Specified
6615,Pemox,allopathic,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,APC Pharma Ltd.,100 ml bottle: ৳ 45.00,Not Specified
6614,Pemox,allopathic,Capsule,Amoxicillin Trihydrate,500 mg,APC Pharma Ltd.,"Unit Price: ৳ 6.00,(50's pack: ৳ 300.00),",(50's pack: ৳ 300.00)
23419,Pemetrex,allopathic,IV Infusion,Pemetrexed,500 mg/vial,Beacon Pharmaceuticals Ltd.,"500 mg vial: ৳ 25,000.00",Not Specified
15075,Pemetrex,allopathic,IV Infusion,Pemetrexed,100 mg/vial,Beacon Pharmaceuticals Ltd.,"100 mg vial: ৳ 5,000.00",Not Specified
28712,Pemetor,allopathic,IV Infusion,Pemetrexed,500 mg/vial,Eskayef Pharmaceuticals Ltd.,"500 mg vial: ৳ 25,000.00",Not Specified
28711,Pemetor,allopathic,IV Infusion,Pemetrexed,100 mg/vial,Eskayef Pharmaceuticals Ltd.,"100 mg vial: ৳ 5,000.00",Not Specified
28380,Pemeta,allopathic,IV Infusion,Pemetrexed,100 mg/vial,Drug International Ltd.,"100 mg vial: ৳ 4,500.00",Not Specified
14465,Peocal D,allopathic,Tablet,Calcium Carbonate [Elemental source] + Vitamin D3,500 mg+200 IU,Peoples Pharma Ltd.,"Unit Price: ৳ 3.00,(15's pack: ৳ 45.00),,Unit Price: ৳ 3.00,(30's pack: ৳ 90.00),","(15's pack: ৳ 45.00),(30's pack: ৳ 90.00)"
4356,Penxit,allopathic,Tablet,Flupentixol + Melitracen,0.5 mg+10 mg,Peoples Pharma Ltd.,"Unit Price: ৳ 3.00,(50's pack: ৳ 150.00),",(50's pack: ৳ 150.00)
6150,Penvik Forte,allopathic,Powder for Suspension,Phenoxymethyl Penicillin [Penicillin V],250 mg/5 ml,Square Pharmaceuticals Ltd.,100 ml bottle: ৳ 58.64,Not Specified
6148,Penvik DS,allopathic,Tablet,Phenoxymethyl Penicillin [Penicillin V],500 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 4.44,(100's pack: ৳ 444.00),",(100's pack: ৳ 444.00)
6147,Penvik,allopathic,Tablet,Phenoxymethyl Penicillin [Penicillin V],250 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 2.30,(100's pack: ৳ 230.00),",(100's pack: ৳ 230.00)
2218,Pentosa,allopathic,Tablet (Enteric Coated),Pantoprazole Sodium Sesquihydrate,40 mg,Pharmasia Limited,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
2217,Pentosa,allopathic,Tablet (Enteric Coated),Pantoprazole Sodium Sesquihydrate,20 mg,Pharmasia Limited,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",(30's pack: ৳ 150.00)
4355,Pentixol,allopathic,Tablet,Flupentixol + Melitracen,0.5 mg+10 mg,Techno Drugs Ltd.,"Unit Price: ৳ 3.00,(30's pack: ৳ 90.00),",(30's pack: ৳ 90.00)
20442,Penticin,allopathic,Tablet,Flupentixol + Melitracen,0.5 mg+10 mg,Euro Pharma Ltd.,"Unit Price: ৳ 5.00,(50's pack: ৳ 250.00),",(50's pack: ৳ 250.00)
23421,Pentazo,allopathic,Injection,Pentazocine Hydrochloride,30 mg/ml,General Pharmaceuticals Ltd.,"1 ml ampoule: ৳ 30.00,(10's pack: ৳ 300.00),",(10's pack: ৳ 300.00)
30012,Pentasa,allopathic,Microgranules,Mesalazine [5-aminosalicylic acid],2 gm/sachet,Ferring Pharmaceuticals Ltd.,"2 gm sachet: ৳ 140.00,(60's pack: ৳ 8,400.00),","(60's pack: ৳ 8,400.00)"
30011,Pentasa,allopathic,Microgranules,Mesalazine [5-aminosalicylic acid],1 gm/sachet,Ferring Pharmaceuticals Ltd.,"1 gm sachet: ৳ 72.00,(50's pack: ৳ 3,600.00),","(50's pack: ৳ 3,600.00)"
15262,Pentaglobin,allopathic,IV Injection or Infusion,Human Immunoglobulin-G [IgG],500 mg/10 ml,Biotest,"10 ml vial: ৳ 4,478.28",Not Specified
24810,Pentadol,allopathic,Tablet,Tapentadol Hydrochloride,100 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 25.08,(10's pack: ৳ 250.80),",(10's pack: ৳ 250.80)
10755,Pentadol,allopathic,Tablet,Tapentadol Hydrochloride,75 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 20.07,(10's pack: ৳ 200.65),",(10's pack: ৳ 200.65)
10754,Pentadol,allopathic,Tablet,Tapentadol Hydrochloride,50 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 14.05,(20's pack: ৳ 280.92),",(20's pack: ৳ 280.92)
14579,Pep-2,allopathic,Syrup,Zinc Sulfate Monohydrate,10 mg/5 ml,Orion Pharma Ltd.,"100 ml bottle: ৳ 38.00,200 ml bottle: ৳ 60.18",Not Specified
1015,Pep Sweet,allopathic,Tablet,Aspartame,25 mg,Sonear Laboratories Ltd.,"Unit Price: ৳ 0.70,(50's pack: ৳ 35.00),",(50's pack: ৳ 35.00)
14695,Pep Plus,allopathic,Syrup,Vitamin B Complex + Zinc,Not Specified,Orion Pharma Ltd.,"100 ml bottle: ৳ 52.00,200 ml bottle: ৳ 90.27",Not Specified
14694,Pep Plus,allopathic,Tablet,Vitamin B Complex + Zinc,Not Specified,Orion Pharma Ltd.,"Unit Price: ৳ 3.00,(30's pack: ৳ 90.00),",(30's pack: ৳ 90.00)
14578,Pep,allopathic,Syrup,Zinc Sulfate Monohydrate,4.05 mg/5 ml,Orion Pharma Ltd.,100 ml bottle: ৳ 36.00,Not Specified
13817,Peoplex,allopathic,Syrup,Vitamin B complex,Not Specified,Peoples Pharma Ltd.,"100 ml bottle: ৳ 17.00,200 ml bottle: ৳ 30.00",Not Specified
28148,Peoflox,allopathic,Tablet,Ciprofloxacin,500 mg,Peoples Pharma Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
6146,Pentab,allopathic,Tablet,Phenoxymethyl Penicillin [Penicillin V],250 mg,Sonear Laboratories Ltd.,"Unit Price: ৳ 2.29,(100's pack: ৳ 229.00),",(100's pack: ৳ 229.00)
10862,Penrif,allopathic,Cream,Methyl Salicylate + Menthol,30%+8%,Square Pharmaceuticals Ltd.,20 gm tube: ৳ 60.40,Not Specified
22077,Penomer,allopathic,IV Injection or Infusion,Meropenem Trihydrate,500 mg/vial,Beximco Pharmaceuticals Ltd.,500 mg vial: ৳ 700.00,Not Specified
22076,Penomer,allopathic,IV Injection or Infusion,Meropenem Trihydrate,1 gm/vial,Beximco Pharmaceuticals Ltd.,"1 gm vial: ৳ 1,300.00",Not Specified
30435,Penmox,allopathic,IM/IV Injection,Amoxicillin Trihydrate,500 mg/vial,Techno Drugs Ltd.,500 mg vial: ৳ 162.50,Not Specified
6618,Penmox,allopathic,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,Techno Drugs Ltd.,100 ml bottle: ৳ 47.50,Not Specified
6617,Penmox,allopathic,Capsule,Amoxicillin Trihydrate,500 mg,Techno Drugs Ltd.,"Unit Price: ৳ 10.83,(30's pack: ৳ 325.00),",(30's pack: ৳ 325.00)
27194,Pepzol,allopathic,Capsule (Delayed Release),Esomeprazole,20 mg,Leon Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(60's pack: ৳ 420.00),",(60's pack: ৳ 420.00)
23057,Peptral,allopathic,Capsule (Delayed Release),Omeprazole,40 mg,Labaid Pharma Ltd.,"Unit Price: ৳ 9.03,(30's pack: ৳ 270.92),",(30's pack: ৳ 270.92)
1923,Peptral,allopathic,Capsule (Delayed Release),Omeprazole,20 mg,Labaid Pharma Ltd.,"Unit Price: ৳ 6.00,(60's pack: ৳ 360.18),",(60's pack: ৳ 360.18)
1741,Peptonil-R,allopathic,Tablet,Ranitidine Hydrochloride,150 mg,Decent Pharma Laboratories Ltd.,"Unit Price: ৳ 2.00,(100's pack: ৳ 200.00),",(100's pack: ৳ 200.00)
27067,Peptofit,allopathic,Oral Suspension,Bismuth Subsalicylate,87.5 mg/5 ml,Opsonin Pharma Ltd.,200 ml bottle: ৳ 100.00,Not Specified
18276,Peptocid,allopathic,Oral Suspension,Bismuth Subsalicylate,87.5 mg/5 ml,Incepta Pharmaceuticals Ltd.,200 ml bottle: ৳ 95.00,Not Specified
16329,Pepto-Care,allopathic,Oral Suspension,Bismuth Subsalicylate,87.5 mg/5 ml,UniMed UniHealth,200 ml bottle: ৳ 150.00,Not Specified
31147,Pepto,allopathic,Oral Suspension,Bismuth Subsalicylate,87.5 mg/5 ml,Opso Saline Ltd.,200 ml bottle: ৳ 100.00,Not Specified
14583,Peptin-DS,allopathic,Syrup,Zinc Sulfate Monohydrate,10 mg/5 ml,Nipa Pharmaceuticals Ltd.,100 ml bottle: ৳ 35.00,Not Specified
14582,Peptin,allopathic,Syrup,Zinc Sulfate Monohydrate,4.05 mg/5 ml,Nipa Pharmaceuticals Ltd.,100 ml bottle: ৳ 25.28,Not Specified
1740,Peptil H,allopathic,IM/IV Injection,Ranitidine Hydrochloride,50 mg/2 ml,Eskayef Pharmaceuticals Ltd.,"2 ml ampoule: ৳ 9.00,(10's pack: ৳ 90.00),",(10's pack: ৳ 90.00)
1739,Peptil H,allopathic,Syrup,Ranitidine Hydrochloride,75 mg/5 ml,Eskayef Pharmaceuticals Ltd.,100 ml bottle: ৳ 45.00,Not Specified
1738,Peptil H,allopathic,Tablet,Ranitidine Hydrochloride,150 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 2.00,(150's pack: ৳ 300.00),,Unit Price: ৳ 2.00,(210's pack: ৳ 420.00),","(150's pack: ৳ 300.00),(210's pack: ৳ 420.00)"
32759,Peptid,allopathic,IV Injection,Famotidine,10 mg/ml,Opsonin Pharma Ltd.,"2 ml vial: ৳ 20.00,(10's pack: ৳ 200.00),",(10's pack: ৳ 200.00)
32649,Peptid,allopathic,Powder for Suspension,Famotidine,40 mg/5 ml,Opsonin Pharma Ltd.,50 ml bottle: ৳ 50.00,Not Specified
29521,Peptid,allopathic,Tablet,Famotidine,40 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 3.81,(70's pack: ৳ 266.70),",(70's pack: ৳ 266.70)
30511,Peranel,allopathic,Tablet,Perampanel,4 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 25.00,(20's pack: ৳ 500.00),",(20's pack: ৳ 500.00)
30510,Peranel,allopathic,Tablet,Perampanel,2 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 15.00,(20's pack: ৳ 300.00),",(20's pack: ৳ 300.00)
27195,Pepzol,allopathic,Capsule (Delayed Release),Esomeprazole,40 mg,Leon Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
16504,Peptid,allopathic,Tablet,Famotidine,20 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 1.92,(140's pack: ৳ 268.80),",(140's pack: ৳ 268.80)
31614,Peptex,allopathic,Capsule (Delayed Release),Esomeprazole,40 mg,DBL Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(28's pack: ৳ 280.00),",(28's pack: ৳ 280.00)
31613,Peptex,allopathic,Capsule (Delayed Release),Esomeprazole,20 mg,DBL Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(28's pack: ৳ 224.00),",(28's pack: ৳ 224.00)
28121,Peptacid,allopathic,Oral Suspension,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,(400 mg+400 mg+30 mg)/5 ml,Amico Laboratories Ltd.,200 ml bottle: ৳ 55.00,Not Specified
510,Peptacid,allopathic,Chewable Tablet,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,200 mg+200 mg+30 mg,Amico Laboratories Ltd.,"Unit Price: ৳ 1.00,(100's pack: ৳ 100.00),",(100's pack: ৳ 100.00)
31497,Peplo,allopathic,Capsule (Delayed Release),Omeprazole,40 mg,Silco Pharmaceutical Ltd.,"Unit Price: ৳ 8.00,(60's pack: ৳ 480.00),",(60's pack: ৳ 480.00)
31496,Peplo,allopathic,Capsule (Delayed Release),Omeprazole,20 mg,Silco Pharmaceutical Ltd.,"Unit Price: ৳ 5.00,(100's pack: ৳ 500.00),",(100's pack: ৳ 500.00)
16608,Pepcon Plus,allopathic,Oral Suspension,Magaldrate + Simethicone,(480 mg+20 mg)/5 ml,Leon Pharmaceuticals Ltd.,200 ml bottle: ৳ 110.00,Not Specified
16607,Pepcon Plus,allopathic,Chewable Tablet,Magaldrate + Simethicone,480 mg+20 mg,Leon Pharmaceuticals Ltd.,"Unit Price: ৳ 3.00,(100's pack: ৳ 300.00),",(100's pack: ৳ 300.00)
14581,Pep-20,allopathic,Syrup,Zinc Sulfate Monohydrate,20 mg/5 ml,Orion Pharma Ltd.,100 ml bottle: ৳ 57.00,Not Specified
14580,Pep-20,allopathic,Tablet,Zinc Sulfate Monohydrate,20 mg,Orion Pharma Ltd.,"Unit Price: ৳ 2.75,(30's pack: ৳ 82.50),",(30's pack: ৳ 82.50)
13037,Perinase,allopathic,Nasal Spray,Fluticasone Propionate (Nasal Spray),50 mcg/spray,Beximco Pharmaceuticals Ltd.,120 metered sprays: ৳ 250.00,Not Specified
12270,Perilor,allopathic,Tablet,Desloratadine,5 mg,Bristol Pharmaceuticals Ltd.,"Unit Price: ৳ 2.50,(100's pack: ৳ 250.00),",(100's pack: ৳ 250.00)
28910,Perilac,allopathic,IM/IV Injection,Ketorolac Tromethamine,60 mg/2 ml,Biopharma Laboratories Ltd.,"2 ml ampoule: ৳ 95.00,(5's pack: ৳ 475.00),",(5's pack: ৳ 475.00)
15371,Perilac,allopathic,IM/IV Injection,Ketorolac Tromethamine,30 mg/ml,Biopharma Laboratories Ltd.,"1 ml ampoule: ৳ 60.00,(5's pack: ৳ 300.00),",(5's pack: ৳ 300.00)
15369,Perilac,allopathic,Tablet,Ketorolac Tromethamine,10 mg,Biopharma Laboratories Ltd.,"Unit Price: ৳ 11.00,(30's pack: ৳ 330.00),",(30's pack: ৳ 330.00)
27193,Perigut,allopathic,Tablet,Domperidone Maleate,10 mg,Leon Pharmaceuticals Ltd.,"Unit Price: ৳ 2.50,(100's pack: ৳ 250.00),",(100's pack: ৳ 250.00)
